w1,w2,w3,b,lce_avg
1.0,1.0,1.0,0.0,0.6524447668922414
-2.6781726029281683,0.07347137410667559,0.08293209947877622,-7.594910733569024,4.892755116371003
8.154084568647717,11.738904653738459,9.457235976608683,4.901478199761166,6.315471579335367
2.320764379083057,9.239496499504726,7.373908116631353,-7.595540757013434,0.10364535043192703
0.8076673105691703,8.512035500094067,6.90781109099028,-9.505512180083727,0.04773036005343088
1.3206700095455974,9.252188097071928,7.375293878280193,-8.641614008098008,0.027476504482315135
1.0280665641270137,9.187912248859565,7.333584950308193,-8.976047822913555,0.02332847637763271
0.9728892001142337,9.300809938584779,7.403945751073693,-8.98304409274378,0.022535183270292754
0.9022188477905837,9.39512914908854,7.462641270629618,-9.01452850546848,0.02181370708070528
0.8345403105455586,9.487144215431462,7.5199443271741835,-9.043902345918672,0.0211364733674951
0.7689050716566964,9.57633498345008,7.575521053576137,-9.072394527243585,0.020499528373291567
0.7052055961247308,9.662875330692053,7.629476435168576,-9.100043525285352,0.01989941369932843
0.6433337681218438,9.74691633338657,7.681901586462552,-9.126898000385529,0.01933305306524874
0.5831900638155769,9.828596523642325,7.7328801564674325,-9.15300271961787,0.018797701225708847
0.5246827813494359,9.908043324757902,7.782489175752194,-9.17839880310691,0.018290900840804526
0.4677272526028472,9.985374203958186,7.830799734142201,-9.203124101433152,0.01781044588996912
0.4122451474760178,10.060697676970968,7.877877572326065,-9.227213530915797,0.01735435050372231
0.3581638613720818,10.134114189434326,7.92378360188579,-9.250699367501085,0.01692082230298807
0.3054159744713189,10.20571689291925,7.96857436395423,-9.273611504946427,0.016508239505892593
0.2539387729971489,10.275592330292016,8.012302434961478,-9.295977682341901,0.016115131197250117
0.20367382417965207,10.343821042791157,8.055016786599293,-9.317823685220198,0.01574016026410391
